intent_name,examples,label
reserva_matricula__fechas,hasta cuando puedo enviar la solicitud para reserva de matricula ?,4
reserva_matricula__fechas,hasta que semana puedo solicitar mi reserva de matricula?,4
reserva_matricula__fechas,"la matricula es mañana pero por motivos de fuerza he decido no matricularme, entiendo que debo reservar la matricula todavia  podria hacerlo?",4
reserva_matricula__fechas,esta semana todavia puedo solicitar mi reserva de matricula?,4
reserva_matricula__fechas,todavia puedo enviar mi reserva de matricula?,4
reserva_matricula__fechas,hasta que fecha puedo subir la solicitud de reserva de matricula ?,4
reserva_matricula__fechas,en que fecha puedo pedir mi reserva de matricula?,4
reserva_matricula__fechas,"quiero hacer la reserva de matricula, hasta que dia puedo enviar la solicitud ?",4
reserva_matricula__fechas,hasta qeu semana puedo solicitar mi reserva de matriculla ?,4
reserva_matricula__fechas,cual es la fecha para enviar la solisitud de recerba de matricula,4
reserva_matricula__fechas,hasta cuano puedo tramitar la recerva de matricula ?,4
reserva_matricula__fechas,hasta que dias podria envira la solisitud de reserva de matricula entoonces,4
reserva_matricula__fechas,todavia puedo enviar mi recerva de matriclua ?,4
reserva_matricula__fechas,y hasta ucando podria enviar la solicithd de reserva de matricula ?,4
reserva_matricula__fechas,"la mattricula es mañana pero por motivos de fureza he decido no matricularme , entiendo q debo reserbar la matricula todavia  podria hacerlo ?",4
reserva_matricula__fechas,esta semana todavia puedo solicuttar mi resevra de matricula ?,4
reserva_matricula__fechas,puedo prentar mi solisitud de reserba de matricula si el ciclo empieza la proxima semana ?,4
reserva_matricula__fechas,¿ hasta cáundo tengo tiempo para presentar mi solisitud de reserva de matricula ?,4
reserva_matricula__fechas,podria solisitar este semana mi recerva de matricula ?,4
reserva_matricula__fechas,hasta que fecha puedo subir la solisitud de reserba de maricula ?,4
confirmar_requerir_mas_ayuda,si,5
confirmar_requerir_mas_ayuda,si por favor,5
confirmar_requerir_mas_ayuda,tengo otra duda,5
confirmar_requerir_mas_ayuda,si tenga una consulta,5
confirmar_requerir_mas_ayuda,otra duda,5
confirmar_requerir_mas_ayuda,si una consulta mas,5
confirmar_requerir_mas_ayuda,si hay algo mas con lo que puedes ayudar,5
confirmar_requerir_mas_ayuda,si me puedes decir,5
confirmar_requerir_mas_ayuda,una mas,5
confirmar_requerir_mas_ayuda,si me puedes ayudar con esto,5
confirmar_requerir_mas_ayuda,hay otra consulta que tengo,5
confirmar_requerir_mas_ayuda,si tengo otra duda mas,5
confirmar_requerir_mas_ayuda,si algo mas,5
confirmar_requerir_mas_ayuda,si una duda mas,5
confirmar_requerir_mas_ayuda,si tengo otra consulta mas,5
confirmar_requerir_mas_ayuda,si tengo otra consulta,5
confirmar_requerir_mas_ayuda,si por favor tengo esta otra duda,5
confirmar_requerir_mas_ayuda,una consulta mas por favor,5
confirmar_requerir_mas_ayuda,tengo otra consulta,5
confirmar_requerir_mas_ayuda,is,5
confirmar_requerir_mas_ayuda,si una consulta maz,5
confirmar_requerir_mas_ayuda,i tengo otra duda mas,5
confirmar_requerir_mas_ayuda,si por favkr,5
confirmar_requerir_mas_ayuda,una nzs,5
confirmar_requerir_mas_ayuda,tengo otra ddia,5
confirmar_requerir_mas_ayuda,hay otra consulta quee tengo,5
confirmar_requerir_mas_ayuda,is hay algo msa con lo que puedes ayudar,5
confirmar_requerir_mas_ayuda,s tengo otra consulta,5
confirmar_requerir_mas_ayuda,ssi algo mas,5
confirmar_requerir_mas_ayuda,ei una duda mas,5
confirmar_requerir_mas_ayuda,is tenga una consulta,5
retiro_total__requisitos_documentos_justificacion,y es necesario justificar con documentos el retiro total?,6
retiro_total__requisitos_documentos_justificacion,¿se requiere documentos para justificar el retiro total?,6
retiro_total__requisitos_documentos_justificacion,se tiene que justificar el retiro total?,6
retiro_total__requisitos_documentos_justificacion,necesito justificar con documentos mi retiro total?,6
retiro_total__requisitos_documentos_justificacion,quiero retirarme de este ciclo es necesario enviar documentacion que justifique mis razones?,6
retiro_total__requisitos_documentos_justificacion,debo justificar la razon del retiro toal?,6
retiro_total__requisitos_documentos_justificacion,puedo solicitar el retiro parcial solo enviando la solicitud?,6
retiro_total__requisitos_documentos_justificacion,se tiene que justificar con documentos para solicitar el retiro total?,6
retiro_total__requisitos_documentos_justificacion,debo presentar documentos para justificar los motivos de retiro total?,6
retiro_total__requisitos_documentos_justificacion,es necesario tener algun documento que justique el retiro total?,6
retiro_total__requisitos_documentos_justificacion,solo debo enviar la solicitud de retiro total o tambien algun documento que justifique mi retiro?,6
retiro_total__requisitos_documentos_justificacion,es necesario presentar documentos para justificar el retiro total?,6
retiro_total__requisitos_documentos_justificacion,sera necesario presentar documentos para justificar el retiro total?,6
retiro_total__requisitos_documentos_justificacion,el retiro total debe ser justificado con documentos?,6
retiro_total__requisitos_documentos_justificacion,como debo justificar el retiro total?,6
retiro_total__requisitos_documentos_justificacion,he sufrido un accidente y quiero retirme del ciclo pero aun no tengo una constancia de salud podria solicitarlo sin la constancia,6
retiro_total__requisitos_documentos_justificacion,debo justificar mis motivos para solicitar mi retiro total?,6
retiro_total__requisitos_documentos_justificacion,¿es necesario justificar con documentos el motivo de retiro total?,6
retiro_total__requisitos_documentos_justificacion,si no tengo algun documento para justificar mi retiro total puedo solicitarlo?,6
retiro_total__requisitos_documentos_justificacion,no tengo ningun documento que validar mi retiro total que puedo hacer?,6
retiro_total__requisitos_documentos_justificacion,no tengo ningun documento qeu validar mi retiro total que peudo acer ?,6
retiro_total__requisitos_documentos_justificacion,omo debo justificar el reiro total ?,6
retiro_total__requisitos_documentos_justificacion,se tiene que justificar el retior tootal ?,6
retiro_total__requisitos_documentos_justificacion,el retiro total debe eer justficado con documentos ?,6
retiro_total__requisitos_documentos_justificacion,¿ es nesesario justificar con documentos el motivo de retiiro total ?,6
retiro_total__requisitos_documentos_justificacion,es nesesario presentar documentos para justifficar el retiro total ?,6
retiro_total__requisitos_documentos_justificacion,sera nesesario presentar documwntos para jutsificar el retiro total ?,6
retiro_total__requisitos_documentos_justificacion,debo justificar la razon del retrio otal ?,6
retiro_total__requisitos_documentos_justificacion,se tiene que justificar con rocumentos para ssolicitar el retiro total ?,6
retiro_total__requisitos_documentos_justificacion,he sufrido un accidente y quiero retirme del ciclo pero uan no tengo una constansia de saaud pldriia solicitarlo sin la constancia,6
retiro_total__requisitos_documentos_justificacion,quiero retiramre de este ciclo es necesario enviar documentacion q justifique mis rasones ?,6
retiro_total__requisitos_documentos_justificacion,debo justificar mis motivos para solisitar mi retiro ttal ?,6
saludo,hola que tal aerito,7
saludo,buenas tardes,7
saludo,hola aerito,7
saludo,que tal aerito,7
saludo,hola que tal amigo,7
saludo,buenas,7
saludo,hola amigo,7
saludo,holaeeeeeeeeeeee,7
saludo,hi,7
saludo,holis,7
saludo,hola,7
saludo,buenas noches,7
saludo,buenos dias,7
saludo,oye,7
saludo,oye bot,7
saludo,buenos dias aerito,7
saludo,hola de nuevo,7
saludo,holas,7
saludo,que tal como andas,7
saludo,buenos tardes aerito,7
saludo,hi,7
saludo,buen díaq,7
saludo,oye aerito,7
saludo,hhi,7
saludo,ola aerito,7
saludo,oye boot,7
saludo,bunas tardes,7
saludo,buenoss dias,7
saludo,hois,7
saludo,q tla como andas,7
saludo,vuenas,7
saludo,buenso dias aerito,7
saludo,hola de nuevi,7
saludo,ih,7
saludo,ola q tal amigo,7
saludo,ha qe tal aerito,7
saludo,uben díaq,7
despedida,adiós fue un placer hablar contigo,8
despedida,hasta luego que tengas buen dia,8
despedida,nos vemos aerito,8
despedida,hasta luego aerito,8
despedida,nos vemos,8
despedida,"ok hasta luego,",8
despedida,te veo luego,8
despedida,"ok, chau",8
despedida,no vemos pronto,8
despedida,hasta luego,8
despedida,ya me tengo que ir gracias por la ayuda,8
despedida,que tengas buen dia hasta luego,8
despedida,"ok, adios",8
despedida,hasta pronto,8
despedida,nos vemos chau,8
despedida,nos vemos luego,8
despedida,"ok, buenas noches",8
despedida,chau nos vemos,8
despedida,"ok, hasta pronto",8
despedida,adios que tenga lindo dia,8
despedida,"ok, bye",8
despedida,adios,8
despedida,buenas noches,8
despedida,gracias por la ayuda hasta luego,8
despedida,adios fue un plaer hablar contigo,8
despedida,"ok , hasta prnoto",8
despedida,hasta lueg aerito,8
despedida,ya me tengo q ir ggracias por la ayuda,8
despedida,hasta ptonto,8
despedida,adiios,8
despedida,chwu nos vemos,8
despedida,nos evmmos,8
despedida,gracias por la xyuda hasta luego,8
despedida,bbuenas noches,8
despedida,qeu tengas buen ida hasta luego,8
despedida,te beo luego,8
despedida,"ko hasta luego ,",8
despedida,"ok , cnau",8
despedida,"ok , byee",8
cambio_seccion,ayudame hacer un cambio de seccion,9
cambio_seccion,tengo un problema con los horarios de un curso quisiera solicitar un cambio de seccion a donde lo pido?,9
cambio_seccion,como realizo el cambio de horario de un curso,9
cambio_seccion,quiero cambiar a la seccion b en el curso de fundamentos de programacion en donde lo pido,9
cambio_seccion,se me crusa una hora en del horario de teoria del curso de calculo direncial con biologia como puedo solicitar un cambio de horario,9
cambio_seccion,puedes ayudarme quiero hacer un cambio de seccion,9
cambio_seccion,¿cuál es procedimiento para hacer un cambio de sección?,9
cambio_seccion,como hago el cambio de seccion del curso de fundamentos de programacion,9
cambio_seccion,"hola, necesito hacer un cambio de seccion por que se me crusan los horarios de teoria",9
cambio_seccion,"hola que tal, quiero hacer un cambio de horario en el curso de quimica general",9
cambio_seccion,"hola, quiero hacer un cambio de seccion",9
cambio_seccion,buenos dias dime como realizar un cambio de horario de un curso,9
cambio_seccion,necesito hacer un cambio de seccion me puedes ayudar,9
cambio_seccion,"hola que tal, dime como realizo un cambio de seccion",9
cambio_seccion,como hago el cambio de seccion del curso de fisica ii,9
cambio_seccion,buenos dias como realizo un cambio de horario de un curso,9
cambio_seccion,buenas tardes amigo puedes decirme como hacer un cambio de seccion,9
cambio_seccion,quiero hacer un cambio de horario en curso de quimica general,9
cambio_seccion,"hola que tal aerito, quiero hacer un cambio de horario ya que tengo un cruce en el curso de fundamentos de programacion",9
cambio_seccion,me puedes ayudar con un cambio de seccion,9
cambio_seccion,dime cual el procedimiento para hacer un cambio de seccion de un curso,9
cambio_seccion,"hola, deseo realizar un cambio de sección como se realiza",9
cambio_seccion,"tengo problemas con mi horario actual del curso de fisica i en la seccion b, quiero hacer el cambio a la seccion a",9
cambio_seccion,"hola, dime como realizo el cambio de seccion de un curso",9
cambio_seccion,dime cual el prosedimiento para acer un cambio de seccion de un curs,9
cambio_seccion,se me crusa una hora en del horario de teoria del ucrso de calculo direncial con biologia omo puedo solisitar un cambio de orario,9
cambio_seccion,me puedes ayudar con un camboi de secvion,9
cambio_seccion,¿ cuál es procedimiento para hace un cambio de secsion ?,9
cambio_seccion,buenxs tardes amigo pudes decirme como acer un cambio de seccion,9
cambio_seccion,"hola , necesito hacerr un cambio de seccion por aue se me rcusn los horarios de teoria",9
cambio_seccion,"ola q tal , quiero acer un cambio de horario en el curso de quimica general",9
cambio_seccion,tengo un problema con los horaros de un urs quisiera solisitar un cambio de seccion a donde lo pido ?,9
cambio_seccion,uisro cambiar a la seccoon b en el curos de fundamentos de programacion en donde lo pido,9
cambio_seccion,ueons dias como realizo un cambio de jorario de un cjrso,9
cambio_seccion,"tengo problemas con mi horario actual del ucrso de fisia i en la seccion b , quierro acer el cambio a la seccion a",9
cambio_seccion,"ola que tal aerito , quiero hacre un cambio de horario ya q tengo un cruce en el curso de fundamentos de programasion",9
cambio_seccion,ayudam acer un cambio de seccion,9
cambio_seccion,necesito acer un cambio de seccoon me puedes ayudar,9
cambio_seccion,como hago el cambio de seccion del curos de fundametnos de programasion,9
reincorporacion__costo,cuanto se paga por el tramite de reincorporación?,10
reincorporacion__costo,el tramite de reincoporacion tiene alguna costo ?,10
reincorporacion__costo,debo pago algo mas para poder reincorporarme?,10
reincorporacion__costo,soy alumno de la facultad de ciencias que desea matricularse. deje de matricularme algunos semestres por la pandemia y deseo retomar los estudios. me dijeron que debo realizar un pago por el trámite de reincorporación. me gustaría saber ¿en qué entidad bancaria se realiza este pago? y ¿cuánto es el monto?.,10
reincorporacion__costo,que debo pagar adicional para poder reincorporme este ciclo,10
reincorporacion__costo,debo pagar algo por la reincoporacion?,10
reincorporacion__costo,el tramite de reincoporacion se debe pagar o es gratuito?,10
reincorporacion__costo,"quiero reincorporame este ciclo, el tramite es gratis ?",10
reincorporacion__costo,una consulta se debe pagar algo para el tramite de reincoporacion ?,10
reincorporacion__costo,se debe pagar algo para la reincoporacion?,10
reincorporacion__costo,"reserve mi matricula el ciclo pasado, quiero reincorporarme este que esta por comenzar cuando es lo que debo pagar?",10
reincorporacion__costo,cuanto seria el pago por el tramite de reincoporacion ?,10
reincorporacion__costo,que pagos debo hacer para reincorporarme este ciclo,10
reincorporacion__costo,cuanto cuesta el tramite de reincoporacion ?,10
reincorporacion__costo,¿cuánto se paga por el tramite de reincorporación?,10
reincorporacion__costo,¿cuánto se pago por reincorporación?,10
reincorporacion__costo,el tramitite tiene costo o es gratis?,10
reincorporacion__costo,para el tramite de reincorporacion debo pagar algo o es gratis?,10
reincorporacion__costo,cuanto es el costo por la reincoporacion?,10
reincorporacion__costo,aparte de enviar la solicitud para mi reincorporacion debo pagar algo?,10
reincorporacion__costo,cual es precio que tiene el tramite de reincorporacion?,10
reincorporacion__costo,la reincorporacion tiene algun costo?,10
reincorporacion__costo,me podria decir si por el tramite de reincorporacion debo pagar algo?,10
reincorporacion__costo,habia reservado mi matricula hace dos ciclo por motivos de trabajo. quiero retomar que pagos debo hacer?,10
reincorporacion__costo,qu debo pagar adiiconal para poer reincorporme este ciclo,10
reincorporacion__costo,q pagos debo hacer para re incorporarme este ciclo,10
reincorporacion__costo,cuanto ciesta el tramite de rincoporacion ?,10
reincorporacion__costo,habia reservado mi matricula haec dos ccilo por motivos de trabajo . qquiero retomar q pagos debo acer ?,10
reincorporacion__costo,aparte de enviar la solisitud para mi rreincorporacion debo pagar algo ?,10
reincorporacion__costo,cuak es precio q tiene el tramite de reincorporacion ?,10
reincorporacion__costo,cuanto esrla el pago por el tramiite de reincoporacion ?,10
reincorporacion__costo,cuahto se paga por el tramite de re incorporacion ?,10
reincorporacion__costo,debo pago algo mas para ppder reincorporrame ?,10
reincorporacion__costo,para el tramite de re incorporacion vebo pagar algo o es gratis ?,10
reincorporacion__costo,la reincoporacion tiene algun costo ?,10
reincorporacion__costo,"quiero reincorporame este ciiclo , el tramitw es gratis ?",10
reincorporacion__costo,¿ cuánto se paga por el ramite de reincorporacion ?,10
reincorporacion__costo,"reserve mi matricula el cciclo pasado , quiero re incorporarme este que esta por comenzar vuando es lo que debo agar ?",10
reincorporacion__costo,me podria decir s por el tramite de reincorporcion debo pqgar algo ?,10
constancia_matricula__solicitud_procedimiento,"hola, quisiera tramitar mi un constancia de matricula, como puedo pedirla ?",11
constancia_matricula__solicitud_procedimiento,cuales son los paso para tramitar una constancia de matricula,11
constancia_matricula__solicitud_procedimiento,cual es el procedemiento para tramitar una constancia de matricula,11
constancia_matricula__solicitud_procedimiento,me estan piediendo una constancia de matricula como puedo tramitarla,11
constancia_matricula__solicitud_procedimiento,necesito una constancia de matricula en donde la solicito?,11
constancia_matricula__solicitud_procedimiento,una constancia de matricula la puedo solicitar en escuelas academicas?,11
constancia_matricula__solicitud_procedimiento,"buenas noches, cual es el procedimiento para tramitar mi constancia de matricula ?",11
constancia_matricula__solicitud_procedimiento,en que oficina puedo solicitar la constancia de matricula?,11
constancia_matricula__solicitud_procedimiento,como puedo tramitar una constancia de matricula de este ciclo,11
constancia_matricula__solicitud_procedimiento,una duda a quien puedo solicitar una constancia de matricula,11
constancia_matricula__solicitud_procedimiento,a quien le puedo solicitar una constancia de matricula?,11
constancia_matricula__solicitud_procedimiento,"buenos dias, estoy necesitando una constancia de matricula de este ciclo como puedo tramitarla ?",11
constancia_matricula__solicitud_procedimiento,"hola que tal, una ayuda quiero tramitar una constancia de matricula de este ciclo donde puedo hacerlo?",11
constancia_matricula__solicitud_procedimiento,la constancia de matricula la solicito en area?,11
constancia_matricula__solicitud_procedimiento,en donde solicito una constancia de matricula?,11
constancia_matricula__solicitud_procedimiento,como puedo solicitar un constancia de matricula de este ciclo,11
constancia_matricula__solicitud_procedimiento,como solicito una constancia de matricula?,11
constancia_matricula__solicitud_procedimiento,"buenas dias, un consulta como puedo tramitar una constancia de matricula ?",11
constancia_matricula__solicitud_procedimiento,que tal quiero saber como obtener la constancia de matricula,11
constancia_matricula__solicitud_procedimiento,"hola, una consulta deseo tramitar una constancia de matricula me puedes decir el procedimiento",11
constancia_matricula__solicitud_procedimiento,una constancia de matricula la solcito en la oficina de estadistica?,11
constancia_matricula__solicitud_procedimiento,"hola, como puedo solicitar una constancia de matricula?",11
constancia_matricula__solicitud_procedimiento,quisiera tramitar una constancia de matricula de este ciclo,11
constancia_matricula__solicitud_procedimiento,a que oficna le puedo solocitar una constancia de matricula?,11
constancia_matricula__solicitud_procedimiento,a quien le puedo solicitarr una constancia de matriucia ?,11
constancia_matricula__solicitud_procedimiento,cuales son los paso para tramitar una constansia de matrricula,11
constancia_matricula__solicitud_procedimiento,"ola , una consulta deseo tramitar una constanca de matricula me puedes decir el prosedimiento",11
constancia_matricula__solicitud_procedimiento,en que oficina puedo solicitra la constancia de ¿atricula ?,11
constancia_matricula__solicitud_procedimiento,"buenas diqs , un consulta como puedo tramiatr una constansia de matricula ?",11
constancia_matricula__solicitud_procedimiento,la constansia de matricula la solicito en raea ?,11
constancia_matricula__solicitud_procedimiento,como puedo tramitar una constansia de matricula de este cicclo,11
constancia_matricula__solicitud_procedimiento,como solisito una constansia de matricula ?,11
constancia_matricula__solicitud_procedimiento,una duda a quien peudo solicitar una consancia de matricula,11
constancia_matricula__solicitud_procedimiento,a que oficna le puedo sooloictar una constanccia de matricula ?,11
constancia_matricula__solicitud_procedimiento,cual es el procedemieno para tramitar una constansia de matricula,11
constancia_matricula__solicitud_procedimiento,nfcesito una constancia de matricula en donde la solisito ?,11
constancia_matricula__solicitud_procedimiento,como puedo solicittaar un constansia de matricula de este ciclo,11
constancia_matricula__solicitud_procedimiento,una constancia de matricula la puedo solicita en escuelas aacademicas ?,11
constancia_matricula__solicitud_procedimiento,"buenos dias , estoy necestiando una constansia de matricula de este ciclo como peudo tramitarla ?",11
constancia_matricula__pago,cuanto pago por la constancia de matricula,12
constancia_matricula__pago,cuanto es el monto que se paga por la constancia de matricula,12
constancia_matricula__pago,se debe pagar algo para el tramite de la constancia de matricula,12
constancia_matricula__pago,existe algun pago por la constancia de matricula,12
constancia_matricula__pago,debo pagar algo por la constancia de matricula?,12
constancia_matricula__pago,el tramite de constancia de matricula es gratuito o se paga algo?,12
constancia_matricula__pago,cual es el precio por el tramite de la constancia de matricula?,12
constancia_matricula__pago,cuanto cuesta la constancia de matricula?,12
constancia_matricula__pago,que costo tiene o es gratis la constancia de matricula?,12
constancia_matricula__pago,cuanto tengo que pagar para una constancia de matricula?,12
constancia_matricula__pago,se debe pagar algo por la constancia de matricula?,12
constancia_matricula__pago,cuanto se debe pagar por el tramite de constancia de matricula,12
constancia_matricula__pago,me dijeron que la constancia de matricula es gratis. es cierto?,12
constancia_matricula__pago,cuanto debo pagar por el tramite de la constancia de matricula?,12
constancia_matricula__pago,cuanto hay que pagar por la constancia de matricula?,12
constancia_matricula__pago,debo realizar algun pago por la constancia de matricula?,12
constancia_matricula__pago,"me comentaron que la constancia de matricula tiene un costo, cuanto es?",12
constancia_matricula__pago,quiero solicitar una constancia de matricula cuanto debo pagar?,12
constancia_matricula__pago,el trámite de la constancia de matricula es gratuito?,12
constancia_matricula__pago,cuanto debo pagar por la constancia de matricula?,12
constancia_matricula__pago,es gratis el tramite de la constancia de matricula?,12
constancia_matricula__pago,para solicitar la constancia de matricula debo pagar algo primero?,12
constancia_matricula__pago,¿cuánto se paga por la constancia de matrícula?,12
constancia_matricula__pago,la constancia de matricula es gratis o tiene algun costo?,12
constancia_matricula__pago,cuaal es el precio por el tramite de la constansia de matricula ?,12
